Code,Foods,Synonyms,energy,water,protein,fat,carbohydr.,dietary fiber,minerals,org. acids,alcohol,Vit. A,retinol,carotene,Vit. D,Vit. E (eq.),Vit. E,Vit. K,Vit. B1,Vit. B2,niacine,niacineequiv.,pantoth. acid,Vit. B6,biotine,folic acid eq.,tot. fol.acid,free fol.acid,Vit. B12,Vit. C,sodium,potassium,calcium,magnesium,phosphorus,sulfur,chlorine,iron,zinc,copper,manganese,fluorine,iodine,mannit,sorbit,xylit
ZIN0177,cipleng / jeblokan,,"      126,000",,"        0,100","        0,200","        7,700","        1,400",,,,"        3,000","        0,000",,"        0,000","        1,000",,,"        0,010","        0,010","        0,100",,"        0,030","        0,030",,,"        2,000",,"        0,000","        3,000","        0,000","       58,000","        4,000","        3,000","        4,000",,,"        0,100","        0,000","        0,020","        0,030",,,,,
ZIN0178,duku,,"      247,000",,"        0,200","        0,400","       15,300","        2,700",,,,"        5,000","        0,000",,"        0,000","        1,000",,,"        0,020","        0,010","        0,100",,"        0,060","        0,050",,,"        3,000",,"        0,000","        6,000","        0,000","      115,000","        7,000","        5,000","        7,000",,,"        0,200","        0,000","        0,040","        0,050",,,,,
ZIN0179,durian,,"      410,000",,"        0,800","        0,800","       24,800","        2,400",,,,"        4,000","        0,000",,"        0,000","        0,000",,,"        0,180","        0,080","        0,800",,"        0,320","        0,180",,,"       22,000",,"        0,000","       30,000","        2,000","      226,000","       14,000","       28,000","       14,000",,,"        0,800","        0,200","        0,220","        3,300",,,,,
ZIN0180,duwet,,"      247,000",,"        0,200","        0,400","       15,300","        2,700",,,,"        5,000","        0,000",,"        0,000","        1,000",,,"        0,020","        0,010","        0,100",,"        0,060","        0,050",,,"        3,000",,"        0,000","        6,000","        0,000","      115,000","        7,000","        5,000","        7,000",,,"        0,200","        0,000","        0,040","        0,050",,,,,
ZIN0181,gori / nangka muda mentah,,"      184,000",,"        1,400","        0,200","       10,200","        1,400",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,040","        0,020","        0,200",,"        0,110","        0,130",,,"       15,000",,"        0,000","        5,000","        3,000","      166,000","       22,000","       11,000","       35,000",,,"        0,200","        0,200","        0,070","        0,150",,,,,
ZIN0182,jambu air,,"      247,000",,"        0,200","        0,400","       15,300","        2,700",,,,"        5,000","        0,000",,"        0,000","        1,000",,,"        0,020","        0,010","        0,100",,"        0,060","        0,050",,,"        3,000",,"        0,000","        6,000","        0,000","      115,000","        7,000","        5,000","        7,000",,,"        0,200","        0,000","        0,040","        0,050",,,,,
ZIN0183,jambu biji,,"      213,000",,"        0,800","        0,600","       11,900","        5,400",,,,"       79,000","        0,000",,"        0,000","        1,000",,,"        0,050","        0,050","        1,200",,"        0,150","        0,140",,,"       14,000",,"        0,000","      184,000","        3,000","      284,000","       20,000","       10,000","       25,000",,,"        0,300","        0,200","        0,100","        0,140",,,,,
ZIN0184,jambu bol,,"      247,000",,"        0,200","        0,400","       15,300","        2,700",,,,"        5,000","        0,000",,"        0,000","        1,000",,,"        0,020","        0,010","        0,100",,"        0,060","        0,050",,,"        3,000",,"        0,000","        6,000","        0,000","      115,000","        7,000","        5,000","        7,000",,,"        0,200","        0,000","        0,040","        0,050",,,,,
ZIN0185,jambu monyet buah,,"      213,000",,"        0,800","        0,600","       11,900","        5,400",,,,"       79,000","        0,000",,"        0,000","        1,000",,,"        0,050","        0,050","        1,200",,"        0,150","        0,140",,,"       14,000",,"        0,000","      184,000","        3,000","      284,000","       20,000","       10,000","       25,000",,,"        0,300","        0,200","        0,100","        0,140",,,,,
ZIN0186,jantung pisang,,"       88,000",,"        1,200","        0,700","        5,000","        2,400",,,,"       96,000","        0,000",,"        0,000","        1,000",,,"        0,020","        0,020","        0,400",,"        0,100","        0,050",,,"       40,000",,"        0,000","        7,000","        6,000","      150,000","       20,000","        2,000","       32,000",,,"        0,700","        0,200","        0,010","        0,100",,,,,
ZIN0187,jeruk bali,,"      121,000",,"        1,100","        0,300","        9,300","        2,800",,,,"        3,000","        0,000",,"        0,000","        0,000",,,"        0,040","        0,020","        0,100",,"        0,190","        0,080",,,"       11,000",,"        0,000","       53,000","        2,000","      138,000","       26,000","        8,000","       16,000",,,"        0,600","        0,100","        0,040","        0,030",,,,,
ZIN0188,jeruk garut,,"      197,000",,"        0,900","        0,100","       11,800","        2,400",,,,"        8,000","        0,000",,"        0,000","        0,000",,,"        0,090","        0,040","        0,300",,"        0,250","        0,060",,,"       30,000",,"        0,000","       53,000","        0,000","      181,000","       40,000","       10,000","       14,000",,,"        0,100","        0,100","        0,050","        0,030",,,,,
ZIN0189,jeruk manis,,"      197,000",,"        0,900","        0,100","       11,800","        2,400",,,,"        8,000","        0,000",,"        0,000","        0,000",,,"        0,090","        0,040","        0,300",,"        0,250","        0,060",,,"       30,000",,"        0,000","       53,000","        0,000","      181,000","       40,000","       10,000","       14,000",,,"        0,100","        0,100","        0,050","        0,030",,,,,
ZIN0190,jeruk nipis,,"      121,000",,"        1,100","        0,300","        9,300","        2,800",,,,"        3,000","        0,000",,"        0,000","        0,000",,,"        0,040","        0,020","        0,100",,"        0,190","        0,080",,,"       11,000",,"        0,000","       53,000","        2,000","      138,000","       26,000","        8,000","       16,000",,,"        0,600","        0,100","        0,040","        0,030",,,,,
ZIN0191,jus alpukat,,"      331,000",,"        0,500","        3,800","       11,800","        1,500",,,,"        2,000","        0,000",,"        0,000","        0,000",,,"        0,030","        0,030","        0,500",,"        0,240","        0,070",,,"       16,000",,"        0,000","        2,000","        3,000","      150,000","        3,000","       10,000","       10,000",,,"        0,300","        0,100","        0,070","        0,060",,,,,
ZIN0192,jus tomat,,"       92,000",,"        0,500","        0,200","        5,300","        0,600",,,,"       44,000","        0,000",,"        0,000","        0,000",,,"        0,030","        0,030","        0,300",,"        0,130","        0,040",,,"        8,000",,"        0,000","       10,000","        5,000","      111,000","        3,000","        6,000","       12,000",,,"        0,300","        0,100","        0,040","        0,060",,,,,
ZIN0193,kasreng,,"      247,000",,"        0,200","        0,400","       15,300","        2,700",,,,"        5,000","        0,000",,"        0,000","        1,000",,,"        0,020","        0,010","        0,100",,"        0,060","        0,050",,,"        3,000",,"        0,000","        6,000","        0,000","      115,000","        7,000","        5,000","        7,000",,,"        0,200","        0,000","        0,040","        0,050",,,,,
ZIN0194,kedondong masak,,"      134,000",,"        0,600","        0,400","        7,200","        0,500",,,,"       37,000","        0,000",,"        0,000","        0,000",,,"        0,080","        0,020","        0,200",,"        0,210","        0,140",,,"        2,000",,"        0,000","       10,000","        2,000","      116,000","        8,000","       11,000","        9,000",,,"        0,200","        0,100","        0,030","        0,040",,,,,
ZIN0195,kedondong muda,,"      134,000",,"        0,600","        0,400","        7,200","        0,500",,,,"       37,000","        0,000",,"        0,000","        0,000",,,"        0,080","        0,020","        0,200",,"        0,210","        0,140",,,"        2,000",,"        0,000","       10,000","        2,000","      116,000","        8,000","       11,000","        9,000",,,"        0,200","        0,100","        0,030","        0,040",,,,,
ZIN0196,kelapa 1/2 tua daging,,"      741,000",,"        1,700","       16,800","        7,600","        4,500",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,040","        0,010","        0,300",,"        0,150","        0,030",,,"       13,000",,"        0,000","        2,000","       10,000","      178,000","        7,000","       16,000","       57,000",,,"        1,200","        0,600","        0,220","        0,750",,,,,
ZIN0197,kelapa ampas,,"      146,000",,"        0,300","        3,400","        1,500","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,000","        0,100",,"        0,030","        0,010",,,"        3,000",,"        0,000","        0,000","        2,000","       36,000","        1,000","        3,000","       11,000",,,"        0,200","        0,100","        0,040","        0,150",,,,,
ZIN0198,kelapa muda air,,"       75,000",,"        0,100","        0,300","        3,600","        0,100",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        1,000","       16,000","       50,000","        0,000","       16,000",,,"        0,100","        0,000","        0,010","        0,030",,,,,
ZIN0199,kelapa muda daging,,"      293,000",,"        0,500","        3,400","       10,000","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,000","        0,100",,"        0,040","        0,010",,,"        3,000",,"        0,000","        0,000","        5,000","       66,000","      126,000","        3,000","       48,000",,,"        0,400","        0,100","        0,070","        0,180",,,,,
ZIN0200,kelapa muda daging + air,,"      293,000",,"        0,500","        3,400","       10,000","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,010","        0,000","        0,100",,"        0,040","        0,010",,,"        3,000",,"        0,000","        0,000","        5,000","       66,000","      126,000","        3,000","       48,000",,,"        0,400","        0,100","        0,070","        0,180",,,,,
